"area","id","year","code","text","average","country","score","summit.date","host","min.number","min.closest","min.before","min.after","min.any","min.closest.overall","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","p5","g7","brics","oecd","imf_economy","is.host","host.us","host.uk","host.canada","host.korea","host.france","host.mexico","host.russia","host.australia","host.turkey","host.china","host.germany","host.argentina","host.japan","host.saudi","host.italy","gdp.per.cap","gdp.per.cap.lag","gdp.growth","gdp.growth.lag","is.argentina","is.australia","is.brazil","is.canada","is.china","is.france","is.germany","is.india","is.indonesia","is.italy","is.japan","is.korea","is.mexico","is.russia","is.saudi","is.safrica","is.turkey","is.uk","is.us","is.eu","is.climate","is.crime","is.dev","is.energy","is.envi","is.finreg","is.food","is.gender","is.health","is.ict","is.ifi","is.infra","is.int","is.tax","is.labor","is.macro","is.migr","is.terror","is.trade","score_mod"
"Macroeconomic Policy","2011C-91",2011,"","Emerging market economies commit to adopting macroeconomic policies to enhance the resilience of their economies",0.7,"argentina","1","2011-11-03","france",5,20,1,0,1,20,508,91,8281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.284874048,0.0001284874048,4.788683139,9.844296398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2012LC-29 ",2012,"","We reaffirm our commitment to move more rapidly toward market-determined exchange rate systems and exchange rate flexibility to reflect underlying fundamentals, avoid persistent exchange rate misalignments, and refrain from competitive devaluation of currencies.",0.45,"argentina","-1","2012-06-18","mexico",4,60,1,1,1,60,508,71,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.308266433,0.0001308266433,-2.14528445,4.788683139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2012LC-18 ",2012,"","Advanced economies will ensure that the pace of fiscal consolidation is appropriate to support the recovery, taking country-specific circumstances into account and, in line with the Toronto commitments, address concerns about medium term fiscal sustainability",0.5,"argentina",NA,"2012-06-18","mexico",4,60,1,1,1,60,508,71,5041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.308266433,0.0001308266433,-2.14528445,4.788683139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"Macroeconomic Policy","2012LC-177 ",2012,"","Emerging market members will also promote a range of reforms to promote development, including improving the investment climate and enhancing infrastructure investment.",0.8,"argentina","0","2012-06-18","mexico",4,60,1,1,1,60,508,71,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.308266433,0.0001308266433,-2.14528445,4.788683139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2012LC-47 ",2012,"","Recognizing the importance of investment for boosting economic growth, we commit to maintaining a supportive business environment for investors. ",0.95,"argentina","1","2012-06-18","mexico",4,60,1,1,1,60,508,71,5041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.308266433,0.0001308266433,-2.14528445,4.788683139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2013-88",2013,"","We [recognize the paramount importance of the investment climate in attracting long-term financing and] will take a comprehensive approach to identifying and addressing impediments to improving underlying investment conditions. ",0.85,"argentina","1","2013-09-05","russia",4,35,1,1,1,35,508,65,4225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.308025473,0.0001308025473,1.265685175,-2.14528445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2013-43",2013,"","[Members have commited to a wide range of reforms to strengthen the foundations for strong, sustainable and balanced growth over the long term by improving] credit access. ",0.1,"argentina","-1","2013-09-05","russia",4,35,1,1,1,35,508,65,4225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.308025473,0.0001308025473,1.265685175,-2.14528445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2013-90",2013,"","To lift growth and create jobs by boosting investment, we commit to identify and start to implement by the Brisbane Summit a set of collective and country-specific actions that tangibly improve our domestic investment environments such that they are more favorable to long-term investment financing and can lead to an effective increase of implemented projects, particularly in infrastructure and for SMEs",0.85,"argentina","1","2013-09-05","russia",4,35,1,1,1,35,508,65,4225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.308025473,0.0001308025473,1.265685175,-2.14528445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2014-7. ",2014,"","We will continue to implement fiscal strategies flexibly, taking into account near-term economic conditions, while putting debt as a share of GDP on a sustainable path",0.05,"argentina","0","2014-11-15","australia",5,0,1,1,1,0,508,34,1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.233479825,0.0001233479825,-3.57858051,1.265685175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2014-15.",2014,"","We are working to facilitate long-term financing from institutional investors … particularly for small and medium-sized enterprises]"" ",0.789473684,"argentina","0","2014-11-15","australia",5,0,1,1,1,0,508,34,1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.233479825,0.0001233479825,-3.57858051,1.265685175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2014-136.",2014,"","We reiterate our commitment to move more rapidly toward more market-determined exchange rate systems and exchange rate flexibility to reflect underlying fundamentals, and avoid persistent exchange rate misalignments",0.375,"argentina","-1","2014-11-15","australia",5,0,1,1,1,0,508,34,1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.233479825,0.0001233479825,-3.57858051,1.265685175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2015-5.",2015,"","We reiterate our commitment to implement fiscal policies flexibly to take into account near-term economic conditions, so as to support growth and job creation, while putting debt as a share of GDP on a sustainable path",0.6,"argentina","1","2015-11-15","turkey",3,72,1,0,1,72,508,21,441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.378906042,0.0001378906042,1.629664279,-3.57858051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2015-31",2015,"","We support policies that allow firms of all sizes, particularly SMEs, in countries at all levels of economic development to participate in and take full advantage of GVCs",0.8,"argentina","1","2015-11-15","turkey",3,72,1,0,1,72,508,21,441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.378906042,0.0001378906042,1.629664279,-3.57858051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy"," 2016-06",2016,"","We are determined to use all policy tools - monetary, fiscal and structural - individually and collectively to achieve our goal of strong, sustainable, balanced and inclusive growth",0.75,"argentina","0","2016-09-04","china",4,32,1,1,1,32,508,31,961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.279026406,0.0001279026406,-3.110063898,1.629664279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2016-107",2016,"","We support policies that encourage firms of all sizes, in particular women and youth entrepreneurs, women-led firms and SMEs, to take full advantage of global value chains, and that encourage greater participation, value addition and upward mobility in GVCs",0,"argentina","-1","2016-09-04","china",4,32,1,1,1,32,508,31,961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.279026406,0.0001279026406,-3.110063898,1.629664279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy"," 2017-6",2017,"","We will continue to use all policy tools - monetary, fiscal and structural - individually and collectively to achieve our goal of strong, sustainable, balanced and inclusive growth, while enhancing economic and financial resilience. ",-0.2,"argentina","0","2017-07-07","germany",1,112,1,0,1,112,508,40,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.461303571,0.0001461303571,1.757648183,-3.110063898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"Macroeconomic Policy","2017-215",2017,"","Facilitate learning, dialogue and exchanges of experiences and good practices among all stakeholders such as the private sector and governments with the objective of agreeing on the characteristics of productive inclusive business ecosystems and developing effective policy instruments and practical tools.",0.8,"argentina","1","2017-07-07","germany",1,112,1,0,1,112,508,40,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.461303571,0.0001461303571,1.757648183,-3.110063898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2018-115",2018,"","We are steadfast in our commitment to ensure that growth is inclusive and that the benefits are shared widely amongst our citizens. ",0.7,"argentina","1","2018-11-30","argentina",3,132,1,0,1,132,508,21,441,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.179516289,0.0001179516289,-3.601609757,1.757648183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy"," 2019-6",2019,"","We reaffirm our commitment to use all policy tools to achieve strong, sustainable, balanced and inclusive growth, and safeguard against downside risks, by stepping up our dialogue and actions to enhance confidence. ",0.75,"argentina","1","2019-06-28","japan",4,0,1,1,1,0,508,9,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9963674231,9.963674231e-05,-2.969562499,-3.601609757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy"," 2019-9",2019,"","We also reaffirm the exchange rate commitments made by our Finance Ministers and Central Bank Governors in March 2018",0.82,"argentina","1","2019-06-28","japan",4,0,1,1,1,0,508,9,81,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9963674231,9.963674231e-05,-2.969562499,-3.601609757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2020-70",2020,"","We will continue our efforts to reduce inequalities, reaffirming our previous commitments to promote inclusive growth. ",0.9,"argentina","1","2020-11-21","saudi",9,8,1,1,1,8,508,9,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8496428157,8.496428157e-05,-10.81261085,-2.969562499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2020-36",2020,"","We will strengthen long-term financial resilience and support growth, including through promoting sustainable capital flows and developing domestic capital markets. ",0.9,"argentina","1","2020-11-21","saudi",9,8,1,1,1,8,508,9,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8496428157,8.496428157e-05,-10.81261085,-2.969562499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2021-52",2021,"","We reiterate our commitment to strengthening long-term financial resilience and supporting inclusive growth, including through promoting sustainable capital flows. ",0.9,"argentina","1","2021-10-30","italy",5,1,1,0,1,1,508,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.063611553,0.0001063611553,9.357175859,-10.81261085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Macroeconomic Policy","2021-53",2021,"","[We reiterate our commitment to strengthening long-term financial resilience and supporting inclusive growth, including through]…developing local currency capital markets. ",0.75,"argentina","1","2021-10-30","italy",5,1,1,0,1,1,508,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.063611553,0.0001063611553,9.357175859,-10.81261085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"Trade","2008-33",2008,"","“We underscore the critical importance of rejecting protectionism and not turning inward in times of financial uncertainty. In this regard, within the next 12 months, we will refrain from raising new barriers to investment or to trade in goods and services”",-0.2,"argentina","-1","2008-11-14","us",0,10000,0,0,0,1251,204,5,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8977506851,8.977506851e-05,3.029785407,7.916210572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2008-34",2008,"","We underscore the critical importance of rejecting protectionism and not turning inward in times of financial uncertainty. In this regard, within the next 12 months, we will refrain from] imposing new export restrictions”",0.8,"argentina","1","2008-11-14","us",0,10000,0,0,0,1251,204,5,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8977506851,8.977506851e-05,3.029785407,7.916210572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
"Trade","2008-35",2008,"","“[We underscore the critical importance of rejecting protectionism and not turning inward in times of financial uncertainty. In this regard, within the next 12 months, we will refrain from] implementing World Trade Organization (WTO) inconsistent measures to stimulate exports.”",0.2,"argentina","-1","2008-11-14","us",0,10000,0,0,0,1251,204,5,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8977506851,8.977506851e-05,3.029785407,7.916210572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2009L-62-68 ",2009,"L","We reaffirm the commitment made in Washington: to refrain from raising new barriers to investment or to trade in goods and services, imposing new export restrictions, or implementing World Trade Organisation (WTO) inconsistent measures to stimulate exports",0.5,"argentina","0","2009-04-02","uk",0,10000,0,0,0,1112,204,14,196,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8184389889,8.184389889e-05,-6.867955225,3.029785407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2009P-107 ",2009,"P","We will keep markets open and free and reaffirm the commitments made in Washington and London: to refrain from raising barriers or imposing new barriers to investment or to trade in goods and services, imposing new export restrictions or implementing World Trade Organization (WTO) inconsistent measures to stimulate exports and commit to rectify such measures as they arise.",0.05,"argentina","0","2009-04-02","us",0,10000,0,0,0,1112,204,6,36,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8184389889,8.184389889e-05,-6.867955225,3.029785407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2010T-44 ",2010,"T","We renew for a further three years, until the end of 2013, our commitment to refrain from raising barriers or imposing new barriers to investment or trade in goods and services, imposing new export restrictions or implementing World Trade Organization (WTO)- inconsistent measures to stimulate exports.",0.15,"argentina","-1","2010-06-26","canada",0,10000,0,0,0,662,204,9,81,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.038596443,0.0001038596443,9.844296398,-6.867955225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2010S-96 ",2010,"S","We therefore reaffirm the extension of our standstill commitments until the end of 2013 as agreed in Toronto.",-0.05,"argentina","-1","2010-11-11","korea",0,10000,0,0,0,524,204,17,289,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.038596443,0.0001038596443,9.844296398,-6.867955225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2011C-47",2011,"","We reaffirm our standstill commitments until the end of 2013, as agreed in Toronto, commit to roll back any new protectionist measure that may have risen, including new export restrictions and WTO-inconsistent measures to stimulate exports",0.25,"argentina","-1","2011-11-03","france",0,10000,0,0,0,167,204,15,225,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.284874048,0.0001284874048,4.788683139,9.844296398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade","2012LC-48 ",2012,"","Following up our commitment made in Cannes, we reaffirm our standstill commitment until the end of 2014 with regard to measures affecting trade and investment, and our pledge to roll back any new protectionist measure that may have arisen, including new export restrictions and WTO inconsistent measures to stimulate exports. ",0.25,"argentina","-1","2012-06-18","mexico",1,61,1,0,1,61,204,10,100,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.308266433,0.0001308266433,-2.14528445,4.788683139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"Trade"," 2013-92",2013,"","We recognize the risks of economic slowdown and trade weakening posed by protectionism. We extend until the end of 2016 our standstill commitment. ",-0.35,"argentina","-1","2013-09-05","russia",0,10000,0,0,0,317,204,12,144,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.308025473,0.0001308025473,1.265685175,-2.14528445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
